Date,Open,High,Low,Close,Volume
2026-03-12,1390.0,1410.9,1381.1,1392.2,20939959
2026-03-13,1385.2,1400.8,1378.4,1380.7,17265090
2026-03-16,1380.0,1397.3,1363.5,1395.1,22837802
2026-03-17,1399.0,1405.9,1388.2,1397.6,19007744
2026-03-18,1397.2,1412.9,1397.2,1408.1,9559327
2026-03-19,1388.0,1415.7,1376.1,1384.8,16498373
2026-03-20,1398.0,1430.0,1396.1,1414.4,22994918
2026-03-23,1400.0,1415.6,1391.0,1407.8,18979554
2026-03-24,1420.0,1422.4,1406.6,1411.8,18620893
2026-03-25,1420.0,1430.5,1408.4,1413.1,19041331
2026-03-27,1401.0,1404.7,1345.0,1348.1,23266517
2026-03-30,1335.0,1365.0,1334.1,1343.9,24393861
2026-04-01,1384.2,1384.4,1362.9,1369.2,14404619
2026-04-02,1357.0,1358.2,1328.0,1350.5,21280051
2026-04-06,1359.0,1359.0,1290.0,1304.7,29274881
2026-04-07,1295.0,1308.3,1291.0,1304.6,28388922
2026-04-08,1349.0,1350.6,1326.2,1347.8,21817543
2026-04-09,1346.0,1350.0,1326.3,1330.0,20725390
2026-04-10,1337.0,1352.3,1331.5,1350.2,19364461
2026-04-13,1321.2,1327.6,1310.0,1315.1,28753269
2026-04-15,1337.0,1347.0,1334.2,1344.1,15313779
2026-04-16,1352.0,1353.8,1330.0,1343.3,30211012
2026-04-17,1340.0,1368.4,1340.0,1365.0,13869105
2026-04-20,1363.2,1373.0,1352.8,1363.3,13614733
2026-04-21,1359.0,1369.8,1350.1,1353.3,27293629
2026-04-22,1350.3,1366.0,1349.1,1362.1,9525953
2026-04-23,1346.0,1355.5,1340.7,1343.4,16385079
2026-04-24,1340.0,1345.9,1325.0,1327.8,11744802
2026-04-27,1313.0,1371.6,1311.0,1365.8,24673098
2026-04-28,1358.0,1395.2,1357.0,1388.9,41027699
2026-04-29,1392.0,1433.8,1391.3,1425.4,30542143
2026-04-30,1409.0,1437.0,1393.1,1430.8,30957881
2026-05-01,1430.8,1430.8,1430.8,1430.8,0
2026-05-04,1433.4,1467.4,1433.4,1463.1,24035700
2026-05-05,1460.0,1473.4,1450.0,1463.6,23543341
2026-05-06,1463.0,1473.3,1427.5,1437.9,14221786
2026-05-07,1438.8,1449.5,1430.3,1436.2,19816903
2026-05-08,1426.0,1442.8,1417.5,1435.2,8663105
2026-05-11,1420.0,1428.0,1382.0,1388.2,15261787
2026-05-12,1392.0,1393.5,1360.3,1364.0,24357500
2026-05-13,1361.4,1372.4,1352.4,1358.8,13797989
2026-05-14,1365.2,1378.0,1358.4,1361.8,17303059
2026-05-15,1356.8,1364.8,1329.2,1336.4,19976192
2026-05-18,1334.0,1342.0,1318.7,1335.9,13022473
2026-05-19,1338.7,1344.0,1318.4,1322.7,21665501
2026-05-20,1318.7,1362.9,1312.6,1359.7,13248515
2026-05-21,1367.2,1370.9,1345.2,1349.6,17150630
